DateTime,AddedIPs,RemovedIPs
1639346045,8,0
1639346766,8,28
1639347484,7,1
1639347844,2,0
1639349644,20,22
1639350014,5,11
1639350725,9,1
1639351813,18,24
1639352525,8,6
1639354326,21,19
1639355465,16,12
1639355764,5,2
1639356485,10,1
1639356845,3,0
1639358646,21,17
1639359366,17,21
1639361165,24,22
1639361886,5,0
1639362607,7,28
1639364045,19,6
1639365124,11,13
1639365846,8,0
1639366927,15,26
1639368124,8,17
1639369087,10,0
1639369449,16,1
1639370525,90,17
1639371245,6,2
1639371964,6,16
1639372684,15,1
1639374846,24,14
1639375564,7,23
1639376284,7,0
1639378085,17,28
1639378446,5,0
1639379166,9,15
1639380964,24,49
1639381685,12,0
1639382046,7,1
1639383485,21,21
1639385284,25,27
1639386424,22,14
1639387810,30,18
1639388944,23,3
1639389964,12,18
1639390684,8,0
1639391407,7,16
1639392845,23,10
1639393925,16,8
1639394644,5,0
1639395364,6,19
1639396085,4,1
1639396445,4,0
1639397164,3,163
1639397884,10,1
1639400044,26,16
1639401124,12,11
1639402207,16,16
1639403284,10,8
1639403644,5,0
1639404364,7,14
1639406643,33,25
1639407245,7,0
1639407964,11,7
1639409766,17,19
1639410845,10,0
1639411925,16,14
1639413007,9,20
1639414085,13,6
1639415884,14,17
1639417685,25,20
1639418825,17,14
1639420563,22,20
1639421284,8,2
1639424165,29,47
1639424885,7,0
1639425245,1,0
1639427043,18,26
1639427407,3,28
1639428125,5,2
1639428844,6,0
1639429564,10,20
1639430285,3,0
1639430644,6,0
1639432564,22,31
1639434606,22,41
1639434966,3,4
1639436044,13,4
1639438211,19,41
1639438924,7,3
1639439644,6,0
1639440364,4,19
1639441807,12,14
1639442524,4,1
1639443245,3,0
1639444325,7,23
1639445044,9,2
1639446183,6,30
1639447324,10,16
1639447924,9,0
1639448645,7,0
1639449364,3,22
1639451166,12,18
1639451884,8,0
1639452245,8,0
1639453324,13,32
1639454045,5,1
1639455850,13,17
1639456212,6,20
1639456924,6,14
1639458365,15,13
1639460165,18,21
1639460884,8,0
1639461245,2,0
1639463043,18,21
1639463765,7,39
1639464485,9,5
1639466285,20,10
1639467424,8,19
1639468444,39,1
1639470244,27,34
1639470964,5,27
1639471325,6,2
1639473127,21,17
1639473485,2,1
1639474926,12,28
1639475644,6,0
1639476366,8,20
1639476725,5,0
1639478524,14,28
1639479246,6,1
1639479964,6,11
1639481044,16,0
1639481764,7,27
1639482484,8,0
1639484285,11,34
1639485424,16,27
1639487164,30,21
1639487884,10,1
1639488608,8,17
1639489324,4,3
1639491124,16,19
1639492212,13,30
1639492564,5,5
1639493644,7,2
1639495443,15,19
1639495806,2,14
1639496885,24,3
1639497613,14,7
1639498685,7,1
1639500484,17,38
1639503005,21,45
1639503365,2,10
1639505163,20,17
1639505884,11,1
1639506607,10,26
1639507324,6,6
1639508045,7,0
1639508764,17,13
1639509124,3,0
1639510925,21,31
1639511645,6,0
1639512365,6,25
1639513806,20,24
1639514884,10,5
1639515244,4,0
1639516326,17,21
1639517765,16,25
1639519565,27,25
1639521008,13,30
1639522085,7,9
1639523524,20,13
1639524664,16,26
1639525984,16,3
1639527845,27,17
1639529644,22,37
1639530783,16,16
1639531444,11,0
1639532166,11,17
1639532884,7,0
1639534684,24,17
1639535407,8,17
1639536484,13,9
1639537564,12,12
1639538284,5,0
1639540085,8,136
1639541526,16,18
1639542611,11,25
1639543746,12,12
1639544765,15,16
1639545483,7,0
1639547285,30,26
1639548725,19,16
1639549445,25,0
1639550524,12,33
1639550884,1,0
1639551964,11,21
1639552324,4,0
1639554124,21,23
1639554485,6,0
1639556284,19,20
1639557007,7,42
1639557726,8,14
1639558924,7,18
1639559885,14,0
1639560610,16,28
1639561325,10,5
1639561684,5,0
1639562764,7,30
1639563846,24,1
1639564208,4,23
1639565645,6,3
1639567445,18,16
1639568165,7,27
1639568885,6,0
1639569244,6,0
1639569966,6,17
1639570684,10,0
1639571408,13,22
1639572125,8,9
1639573305,15,25
1639573924,10,2
1639574645,8,0
1639575845,18,39
1639576984,25,21
1639577525,6,1
1639579325,34,28
1639580524,19,12
1639581485,15,0
1639582208,11,19
1639582924,8,8
1639583643,7,1
1639585085,6,19
1639587246,16,24
1639587963,5,9
1639588685,12,0
1639590126,16,34
1639590844,15,0
1639591924,14,29
1639592644,10,0
1639594444,16,39
1639595163,11,9
1639595525,4,0
1639596249,10,1
1639596611,8,16
1639597923,23,0
1639599063,13,15
1639599124,1,0
1639600207,11,26
1639600565,5,7
1639602364,33,16
1639603807,13,15
1639604884,10,5
1639605964,12,20
1639607409,14,17
1639607766,7,4
1639608905,8,3
1639609927,10,10
1639610286,7,1
1639611724,16,17
1639612444,4,1
1639613164,10,6
1639614965,25,25
1639615684,3,2
1639616045,3,0
1639616764,6,7
1639617485,11,0
1639618207,9,18
1639620364,13,12
1639621084,8,0
1639621808,7,28
1639622525,6,10
1639623245,9,1
1639625045,28,8
1639625765,9,25
1639626124,3,0
1639626845,10,0
1639627564,11,15
1639627925,2,0
1639629065,19,17
1639629726,9,6
1639630444,8,1
1639631165,8,13
1639631884,10,0
1639632607,14,24
1639634044,20,4
1639635124,23,16
1639636206,7,15
1639637284,7,5
1639637644,5,0
1639638364,3,37
1639639084,12,0
1639640524,12,26
1639641245,4,0
1639641963,11,21
1639642685,6,0
1639643407,1,19
1639643766,4,5
1639645566,40,9
1639647006,19,12
1639648145,13,2
1639649265,8,13
1639650607,16,18
1639651683,14,5
1639652045,3,0
1639652764,13,7
1639653485,14,0
