DateTime,AddedIPs,RemovedIPs
1639368125,12,15
1639369089,12,1
1639369450,5,0
1639370526,4,31
1639371246,8,0
1639372323,0,3019
1639372685,3020,0
1639374846,30,26
1639375565,9,15
1639376286,6,0
1639378086,22,29
1639378447,6,1
1639379167,7,18
1639380966,23,25
1639381686,12,0
1639382047,2,0
1639383486,10,18
1639385285,15,28
1639386425,12,17
1639387811,16,14
1639388946,15,8
1639389965,9,8
1639390685,7,1
1639391408,6,17
1639392126,3,4
1639392847,7,0
1639393926,11,13
1639394646,4,0
1639395365,6,10
1639396086,5,0
1639397165,6,16
1639397885,4,0
1639400045,24,14
1639401125,13,21
1639401843,0,3007
1639402209,2992,0
1639403285,16,5
1639403645,2,0
1639404365,2,14
1639405509,11,1
1639407246,14,26
1639407965,2,17
1639409767,23,30
1639410846,9,0
1639411926,3,14
1639413009,10,17
1639414086,14,8
1639415885,12,23
1639416604,0,2955
1639417686,3111,0
1639418826,12,19
1639420565,26,23
1639421285,8,2
1639423087,23,7
1639424167,13,23
1639424886,12,0
1639425246,1,0
1639427045,34,15
1639427409,4,14
1639428127,6,8
1639428845,5,0
1639429566,12,18
1639430286,8,0
1639430646,2,0
1639431364,0,3148
1639432566,3127,0
1639434608,24,30
1639434967,12,4
1639436045,9,3
1639438212,27,28
1639438926,7,3
1639439645,4,0
1639440365,7,21
1639441085,5,0
1639441809,4,24
1639442525,4,6
1639443246,12,0
1639444326,8,27
1639445045,9,0
1639446185,12,30
1639447325,13,17
1639447926,7,0
1639448646,5,0
1639449366,5,40
1639451167,12,14
1639451885,6,0
1639452248,5,0
1639453325,5,12
1639454046,9,0
1639455851,5,23
1639456213,3,20
1639456925,4,6
1639458366,18,20
1639460166,17,19
1639460885,10,0
1639461247,2,0
1639463045,16,31
1639463766,5,31
1639464485,4,3
1639466286,33,20
1639467425,22,19
1639468445,9,1
1639470245,17,16
1639470965,8,33
1639471326,4,3
1639473128,18,18
1639473486,4,0
1639474927,12,36
1639475645,16,0
1639476367,8,22
1639476726,5,0
1639478525,15,30
1639479246,5,0
1639479966,5,14
1639480686,6,0
1639481046,5,0
1639481765,6,25
1639482485,4,2
1639484287,27,10
1639485425,6,29
1639487165,15,11
1639487885,5,0
1639488609,8,18
1639489325,2,2
1639491125,17,18
1639492213,14,24
1639492566,5,3
1639493645,8,5
1639495444,27,4
1639495808,2,17
1639496886,6,3
1639497615,12,14
1639498686,17,0
1639500485,11,15
1639502284,27,10
1639503006,9,21
1639503366,2,25
1639505165,24,20
1639505885,15,0
1639506609,12,15
1639507325,8,12
1639508046,5,0
1639508765,5,11
1639509125,9,0
1639510926,32,15
1639511647,8,0
1639512367,9,24
1639513086,10,1
1639513807,14,25
1639514885,11,5
1639515245,3,0
1639516327,14,11
1639517766,24,12
1639519566,32,9
1639520286,18,0
1639521009,5,16
1639522086,13,3
1639523525,20,8
1639524665,12,12
1639525985,14,2
1639527846,12,12
1639529647,21,29
1639530785,10,13
1639531809,9,14
1639532167,7,5
1639532886,10,0
1639534686,12,16
1639535408,3,8
1639536126,4,7
1639536485,3,0
1639537566,11,13
1639538286,9,0
1639540086,18,20
1639541527,22,13
1639542613,23,14
1639543747,5,10
1639544767,14,17
1639545485,13,0
1639547286,21,24
1639548726,10,15
1639549447,3,0
1639550525,18,24
1639550885,2,0
1639551965,12,12
1639552325,4,0
1639554125,25,18
1639554486,4,0
1639556285,27,15
1639557007,14,22
1639557727,7,9
1639558925,17,14
1639559885,13,0
1639560611,8,17
1639561326,14,5
1639561686,3,0
1639562766,20,9
1639563848,15,1
1639564209,0,3147
1639564927,3138,0
1639565646,6,0
1639567446,26,3
1639568166,4,11
1639568887,6,0
1639569246,3,0
1639569967,2,13
1639570685,1,0
1639571409,3,13
1639572127,7,10
1639573306,10,11
1639573925,3,2
1639574646,3,1
1639575846,6,20
1639576985,7,10
1639577526,5,0
1639579326,23,21
1639580525,7,8
1639581486,9,0
1639582209,5,11
1639582927,7,2
1639583645,4,0
1639585086,14,16
1639587246,20,16
1639587964,12,14
1639588686,18,0
1639590127,9,15
1639590845,4,0
1639591566,8,44
1639592645,7,0
1639594445,24,25
1639595164,8,18
1639595526,2,0
1639596251,11,0
1639596613,5,29
1639597925,15,3
1639599065,12,19
1639600207,7,20
1639600566,5,4
1639602365,34,14
1639603809,21,20
1639604886,32,9
1639605965,8,14
1639606687,11,1
1639607767,13,19
1639608906,12,2
1639609928,5,7
1639610287,3,0
1639611725,21,15
1639612445,24,0
1639613165,10,18
1639614965,24,17
1639615686,9,1
1639616046,2,0
1639616766,7,11
1639617486,3,0
1639618208,5,15
1639620364,32,14
1639621086,11,0
1639621810,13,17
1639622527,12,4
1639623246,12,0
1639625046,33,12
1639625767,14,4
1639626124,9,0
1639626846,11,0
1639627567,9,16
1639627926,2,0
1639629066,10,13
1639629728,7,9
1639630445,4,0
1639631166,3,15
1639631886,7,1
1639632608,5,11
1639634045,16,3
1639635125,11,11
1639636208,8,27
1639637285,11,3
1639637645,2,0
1639638365,2,11
1639639086,3,0
1639640525,12,22
1639641246,10,0
1639641964,4,12
1639642686,12,0
1639643409,6,18
1639643767,2,2
1639645567,22,23
1639647007,3,18
1639648146,8,3
1639649267,8,10
1639649525,3,1
1639650245,6,0
1639650965,1,15
1639651685,6,3
1639652047,5,0
1639652766,9,9
1639653486,6,0
